id,carat,cut,color,clarity,depth,table,x,y,z,price
598,0.7,Ideal,J,SI1,62.6,56.0,5.66,5.68,3.55,1937
23013,0.63,Ideal,G,VS2,61.9,58.0,5.48,5.51,3.4,2320
14639,0.32,Ideal,H,IF,62.2,54.0,4.37,4.41,2.73,814
23159,1.23,Premium,I,SI1,60.3,60.0,6.95,6.88,4.17,4133
19721,0.56,Premium,G,VS2,60.9,58.0,5.36,5.34,3.26,1698
18561,0.7,Premium,I,VVS1,59.1,60.0,5.8,5.77,3.42,2536
4289,1.95,Very Good,H,SI1,62.9,58.0,7.86,7.94,4.97,14603
16922,0.72,Ideal,G,VVS2,61.9,57.0,5.72,5.75,3.55,3849
21771,1.53,Premium,G,VS1,60.2,59.0,7.5,7.45,4.5,13119
8273,0.43,Ideal,G,VVS1,61.5,56.0,4.85,4.87,2.99,1207
22307,0.32,Premium,G,VS1,59.2,59.0,4.47,4.45,2.64,828
10488,1.5,Ideal,F,VS2,61.7,54.0,7.28,7.31,4.5,14092
5905,0.9,Very Good,E,VS2,63.0,57.0,6.07,6.15,3.85,4643
8510,1.5,Very Good,E,SI2,,57.0,7.17,7.23,4.52,8538
8051,0.31,Ideal,D,VS2,62.8,54.0,4.32,4.34,2.72,692
4234,0.31,Good,H,VS2,63.1,57.0,4.28,4.31,2.71,489
4056,0.71,Very Good,D,SI2,59.6,63.0,5.8,5.71,3.44,1758
10699,1.23,Very Good,E,VS2,58.9,59.0,6.98,7.05,4.13,9193
4434,0.34,Very Good,H,VS2,61.9,60.0,4.42,4.46,2.75,537
8833,0.31,Ideal,J,VS2,62.3,54.0,4.35,4.38,2.72,396
7430,1.04,Very Good,G,IF,,58.0,6.47,6.6,4.03,8225
23111,0.3,Very Good,G,VS1,62.8,59.0,4.23,4.27,2.67,605
9286,1.01,Premium,E,VS2,62.2,58.0,6.36,6.41,3.97,6843
7331,0.53,Ideal,G,SI1,62.4,55.0,5.21,5.18,3.24,1329
21904,1.36,Premium,I,VS1,62.0,59.0,7.1,7.06,4.39,7592
19463,0.33,Very Good,E,VS1,58.3,62.0,4.49,4.57,2.64,886
17888,0.91,Fair,E,VVS2,,55.0,6.13,6.0,3.83,5430
663,1.35,Premium,J,SI1,61.1,61.0,7.13,7.1,4.35,5715
3321,0.79,Premium,E,VS2,59.4,60.0,6.08,6.05,3.6,3230
15417,0.39,Ideal,H,VVS2,61.4,56.1,4.7,4.73,2.89,853
4176,0.52,Ideal,F,VS2,62.3,57.0,5.18,5.13,3.21,2246
5412,1.0,Ideal,F,VS2,62.0,55.0,6.43,6.48,4.0,5844
17484,0.4,Premium,F,VVS1,61.1,59.0,4.78,4.75,2.91,1323
17226,1.07,Ideal,H,SI2,61.8,56.0,6.58,6.63,4.08,4442
26053,0.26,Ideal,H,VVS2,61.8,55.7,4.08,4.1,2.53,478
20870,0.31,Ideal,H,VVS1,61.9,55.0,4.38,4.41,2.72,687
22024,0.4,Premium,G,SI1,62.0,59.0,4.7,4.72,2.92,702
1447,1.87,Premium,H,SI2,,58.0,7.86,7.81,4.9,11037
3720,0.29,Very Good,G,VS1,58.1,59.0,4.39,4.42,2.56,660
8718,1.01,Premium,E,SI1,61.6,59.0,6.44,6.42,3.96,4299
7531,1.02,Premium,G,VVS1,62.1,59.0,6.39,6.36,3.96,8005
15037,1.0,Premium,E,SI2,60.4,60.0,6.49,6.46,3.91,4648
18158,0.33,Good,E,SI1,63.3,56.0,4.41,4.43,2.8,579
10254,0.4,Very Good,D,VS1,64.2,57.0,4.67,4.7,3.01,967
10826,0.42,Premium,E,SI2,58.8,60.0,4.9,4.86,2.87,838
18444,0.81,Premium,G,VS1,61.7,59.0,6.07,5.96,3.71,3402
678,0.31,Ideal,G,VS2,62.7,57.0,4.31,4.34,2.71,544
1045,0.72,Ideal,H,SI2,61.5,56.0,5.8,5.75,3.55,2131
26524,0.34,Ideal,D,VS2,62.9,55.0,4.47,4.43,2.8,1033
3048,0.4,Premium,F,VS2,61.0,58.0,4.72,4.79,2.9,842
10656,2.17,Ideal,H,SI2,62.0,56.0,8.25,8.29,5.13,17805
17591,0.36,Premium,D,VS2,61.0,59.0,4.57,4.61,2.8,852
7661,1.05,Premium,E,IF,59.0,58.0,6.7,6.66,3.94,11946
11317,0.43,Ideal,D,VS1,62.1,55.0,4.83,4.86,3.01,1207
9287,0.9,Premium,E,VS1,60.1,56.0,6.38,6.3,3.81,5242
448,0.51,Very Good,H,VS1,60.7,56.0,5.18,5.21,3.16,1628
9180,0.32,Ideal,G,IF,61.6,55.0,4.42,4.45,2.73,918
7372,1.25,Ideal,J,SI1,62.4,57.0,6.86,6.92,4.3,5252
9924,0.7,Good,I,SI1,63.8,57.0,5.66,5.63,3.6,2142
5169,0.7,Premium,H,VVS1,59.2,60.0,5.87,5.78,3.45,2840
6779,0.7,Very Good,F,SI1,63.3,59.0,5.57,5.62,3.54,2264
19217,0.51,Ideal,E,VS2,61.9,57.0,5.12,5.09,3.16,1662
21605,1.07,Ideal,F,SI1,60.6,57.0,6.62,6.67,1.07,5909
17125,0.58,Ideal,E,SI1,61.5,55.0,5.39,5.34,3.3,1758
23217,0.51,Ideal,D,VS2,61.7,55.0,5.11,5.14,3.16,1787
12919,0.3,Ideal,G,SI2,61.7,57.0,4.26,4.3,2.64,382
22518,0.7,Premium,G,VS2,61.8,60.0,5.66,5.63,3.49,2479
26300,0.3,Premium,G,VVS2,60.8,58.0,4.34,4.38,2.65,684
24947,0.5,Very Good,E,VS2,60.0,63.0,5.12,5.08,3.06,1629
15001,0.43,Premium,E,SI2,61.0,60.0,4.94,4.87,2.99,903
21349,1.53,Very Good,H,VS1,59.5,63.0,7.44,7.51,4.45,9896
1405,1.41,Very Good,H,SI2,58.5,57.0,7.36,7.44,4.33,7339
10107,0.43,Ideal,G,IF,61.3,56.0,4.86,4.9,2.99,1318
20756,0.43,Ideal,I,VVS2,62.6,57.0,4.79,4.82,3.01,874
6797,1.26,Ideal,I,SI1,62.4,56.0,6.93,6.85,4.3,5645
9558,1.07,Good,F,SI2,61.3,65.0,6.59,6.41,4.0,4446
26157,1.01,Ideal,F,SI1,62.0,56.0,6.41,6.46,3.99,6907
6903,1.01,Premium,E,SI1,62.9,58.0,6.41,6.35,4.01,5599
7806,1.0,Premium,H,IF,60.6,57.0,6.54,6.47,3.94,7235
3056,1.37,Very Good,I,SI2,63.0,57.0,6.98,7.05,4.42,5584
24323,0.83,Ideal,D,SI1,61.3,56.0,6.04,6.06,3.71,3990
16374,1.23,Ideal,E,VVS2,61.7,57.0,6.85,6.91,4.25,12539
5634,0.52,Very Good,D,VS2,60.9,58.0,5.22,5.16,3.16,1555
12576,1.0,Fair,G,VS1,64.4,56.0,6.31,6.26,4.05,5908
15340,0.33,Ideal,D,VS2,61.8,54.0,4.43,4.47,2.75,681
9336,0.68,Ideal,E,VS1,61.3,55.0,5.67,5.71,3.49,3243
11752,0.5,Good,D,VS1,64.3,54.0,5.02,5.06,3.24,1795
10198,0.47,Premium,D,SI1,60.6,61.0,5.04,5.0,3.04,987
20001,0.41,Ideal,G,VS1,61.7,57.0,4.78,4.81,2.96,899
20752,0.59,Fair,I,VS1,64.4,59.0,5.29,5.21,3.38,1229
26678,1.74,Ideal,J,SI1,62.1,54.0,7.73,7.69,4.79,9208
12104,1.22,Premium,J,SI2,62.6,59.0,6.79,4.24,3.76,3156
7691,1.24,Very Good,I,VS2,60.0,58.0,6.98,7.03,4.2,6134
13340,0.35,Very Good,J,SI1,63.3,56.0,4.53,4.5,2.86,526
7932,0.4,Ideal,D,VS2,62.2,54.0,4.73,4.76,2.95,891
21180,0.36,Ideal,D,SI1,60.6,56.0,4.63,4.58,2.79,794
6840,0.9,Ideal,G,VVS1,,56.0,6.22,6.24,3.83,6680
24609,0.51,Premium,D,VS2,,59.0,5.05,5.09,3.18,1716
15598,0.32,Ideal,E,VVS2,61.5,57.0,4.4,4.41,2.71,842
15829,0.71,Ideal,E,VS2,61.7,56.0,5.73,5.75,3.54,2709
3299,1.5,Very Good,H,SI1,62.0,63.0,7.24,7.19,4.47,7459
7796,1.53,Very Good,E,SI2,59.3,60.0,7.44,7.46,4.42,8270
25579,1.27,Ideal,G,VS2,61.9,57.0,6.9,6.93,4.28,9489
12142,1.26,Ideal,E,VVS2,61.1,57.0,7.0,6.98,4.27,14300
24350,0.29,Very Good,E,VVS1,58.9,59.0,4.33,4.4,2.57,664
11796,1.06,Ideal,D,VVS2,62.0,57.0,6.52,6.54,4.05,11837
20868,0.91,Very Good,D,SI1,62.1,59.0,6.1,6.18,3.81,4466
6657,0.27,Ideal,I,VVS2,62.0,54.5,4.15,4.19,2.58,412
2871,0.54,Ideal,F,VS2,60.1,56.0,5.31,5.28,3.18,1786
1198,0.71,Very Good,D,SI1,60.1,60.0,5.76,5.79,3.47,2921
8669,0.39,Ideal,I,SI1,62.1,55.0,4.66,4.71,2.91,609
25467,1.01,Premium,H,SI1,58.8,62.0,6.59,6.54,3.86,4191
4786,1.01,Ideal,E,VVS2,61.4,56.0,6.49,6.45,3.97,10283
10080,0.52,Ideal,D,SI1,60.9,57.0,5.17,5.21,3.16,1600
9817,0.92,Ideal,F,SI2,61.5,53.0,6.26,6.3,3.86,4691
7084,0.52,Good,F,VS1,64.2,58.0,5.1,5.02,3.25,1841
15146,0.57,Ideal,D,SI1,62.4,56.0,5.29,5.32,3.31,1754
25762,1.21,Very Good,G,SI2,62.7,59.0,6.66,6.74,4.2,5308
3694,1.21,Premium,J,SI2,60.9,60.0,6.82,6.78,4.14,4440
13684,0.72,Fair,H,VVS2,56.5,68.0,6.03,5.89,3.37,2608
7337,0.33,Ideal,H,VS2,60.7,55.0,4.48,4.51,2.73,551
7657,0.41,Ideal,F,VVS1,60.3,56.0,4.8,4.85,2.91,1295
10146,0.52,Very Good,E,VS1,58.9,64.0,5.23,5.3,3.1,2092
22673,0.51,Ideal,G,VS2,62.3,54.0,5.17,5.12,3.21,1660
21158,0.31,Ideal,I,VS2,62.0,54.0,4.37,4.4,2.72,452
20922,0.27,Ideal,H,VS1,62.3,54.0,4.16,4.19,2.6,500
8247,0.3,Ideal,G,VS1,61.8,54.0,4.32,4.29,2.66,776
14833,0.35,Ideal,F,VS2,61.4,56.0,4.56,4.53,2.79,906
15051,0.31,Ideal,G,VS2,59.6,57.0,4.4,4.43,2.63,544
7324,1.22,Ideal,H,VS2,61.3,56.0,6.85,6.88,4.21,8596
25119,0.34,Premium,F,VS2,61.2,59.0,4.52,4.47,2.75,880
24974,0.3,Ideal,F,VS2,62.1,53.6,4.28,4.31,2.67,601
14440,0.8,Ideal,F,SI1,60.1,60.0,5.98,6.03,3.61,3293
18813,0.32,Ideal,G,SI2,62.5,57.0,4.35,4.38,2.73,421
23483,0.28,Ideal,H,VS1,62.1,55.0,4.17,4.21,2.6,476
25411,0.38,Premium,H,SI1,59.7,60.0,4.68,4.66,2.79,812
1293,0.51,Premium,F,VS1,62.2,58.0,5.14,5.12,3.19,1749
23572,0.7,Very Good,G,VS2,62.5,54.0,5.63,5.69,3.54,2562
18481,0.41,Good,F,SI1,63.1,59.0,4.7,4.75,2.98,705
11509,1.63,Premium,E,VS2,61.8,58.0,7.57,7.49,4.65,13678
12130,0.9,Premium,I,VS2,61.9,59.0,6.2,6.14,3.82,2857
15658,0.47,Premium,E,SI2,58.7,60.0,5.13,5.09,3.0,1072
20783,0.77,Ideal,F,SI2,62.0,56.0,5.92,5.86,3.65,2107
11874,1.0,Very Good,F,VS2,62.7,56.0,6.29,6.34,3.96,5759
16918,0.5,Premium,F,VS2,62.3,58.0,5.02,5.06,3.14,1436
362,1.51,Very Good,E,SI2,62.8,59.0,7.24,7.31,4.57,9058
22942,0.32,Good,E,SI1,62.5,61.0,4.32,4.35,2.71,564
20186,0.31,Ideal,D,SI1,61.9,57.0,4.36,4.33,2.69,732
3488,1.5,Premium,E,VS2,59.5,58.0,7.53,7.46,4.46,14386
3262,0.7,Very Good,F,SI2,63.2,59.0,5.66,5.61,3.56,1792
21389,1.3,Ideal,G,VS1,62.0,55.0,6.98,7.02,4.34,10038
8108,0.58,Ideal,E,SI1,60.1,55.0,5.42,5.56,3.3,1742
4628,0.3,Very Good,G,SI1,59.8,57.0,4.32,4.37,2.6,447
2587,0.55,Ideal,F,VS1,61.9,56.0,5.25,5.29,3.26,1881
7439,0.32,Ideal,I,VVS2,62.0,54.9,4.36,4.39,2.71,567
6629,0.31,Premium,G,VS2,62.6,57.0,4.32,4.3,2.7,698
12489,0.41,Premium,G,VS2,60.9,58.0,4.83,4.8,2.93,1061
14476,1.31,Premium,G,VVS2,62.7,59.0,6.96,6.92,4.35,11389
8086,0.38,Ideal,E,VS1,62.1,57.0,4.65,4.62,2.88,1097
21209,2.01,Premium,I,VS2,62.1,59.0,7.98,8.06,4.98,15379
1687,1.12,Ideal,H,VS1,60.9,57.0,6.71,6.73,4.09,7616
1222,0.51,Ideal,G,VVS1,60.4,57.0,5.2,5.22,3.15,1933
11701,0.36,Ideal,D,VS1,61.7,55.0,4.58,4.62,2.84,1094
11332,0.7,Very Good,F,SI1,62.3,57.0,5.65,5.69,3.53,2196
14007,0.41,Ideal,F,SI1,61.8,55.0,4.75,4.8,2.95,711
6165,0.53,Ideal,D,SI1,60.4,57.0,5.28,5.31,3.2,2021
24164,1.51,Premium,D,SI2,62.1,60.0,7.3,7.25,4.52,9234
20866,1.04,Premium,H,SI2,61.5,59.0,6.54,6.51,4.01,4368
2268,0.7,Premium,H,VS1,61.8,62.0,5.69,5.63,3.5,2375
3887,0.23,Very Good,H,IF,63.9,55.0,3.89,3.9,2.49,369
14847,1.13,Ideal,G,VS2,62.7,57.0,6.65,6.68,4.18,6525
11082,1.37,Ideal,G,VVS1,62.6,55.0,7.07,7.12,4.44,12342
20102,0.9,Very Good,I,VS2,62.1,61.0,6.08,6.12,3.79,3535
1148,1.01,Ideal,I,SI1,62.3,59.0,6.41,6.37,3.98,4518
2149,1.33,Premium,G,SI2,61.3,59.0,7.06,6.93,4.29,4634
3572,1.3,Good,J,SI1,64.0,58.0,6.91,6.84,4.4,5242
9737,0.7,Premium,F,SI1,61.6,55.0,5.7,5.66,3.5,2348
13467,1.1,Ideal,E,I1,61.9,56.0,6.59,6.63,4.09,3872
26726,0.62,Ideal,F,VS1,62.3,56.0,5.43,5.46,3.39,2073
9603,0.27,Ideal,E,VS1,61.6,56.0,4.14,4.17,2.56,470
26380,0.72,Very Good,J,VS2,63.2,60.0,5.77,5.7,3.63,1814
4814,1.08,Ideal,G,VVS1,61.6,56.0,6.6,6.65,4.08,8347
23058,0.31,Good,H,VS1,63.1,57.0,4.31,4.34,2.73,544
3491,0.9,Premium,E,SI1,60.7,61.0,6.19,6.17,3.75,3625
21181,1.17,Premium,G,VS1,60.6,60.0,6.81,6.79,4.12,7666
15465,0.42,Very Good,H,VVS1,62.2,56.0,4.78,4.81,2.98,1193
761,0.35,Ideal,J,VVS1,62.1,53.0,4.53,4.55,2.82,540
9903,1.01,Ideal,H,SI1,61.2,56.0,6.44,6.47,3.95,5664
20481,0.51,Premium,E,VS2,60.3,59.0,5.2,5.22,3.14,1656
19619,0.4,Ideal,E,VVS1,61.5,56.0,4.73,4.7,2.9,1397
9796,1.11,Ideal,E,IF,61.8,55.0,6.65,6.69,4.12,15464
25188,0.26,Premium,E,VS1,60.1,60.0,4.15,4.1,2.48,580
18333,0.33,Premium,H,VS1,59.2,58.0,4.55,4.5,2.68,743
22012,1.2,Premium,E,VVS1,60.6,60.0,6.95,6.85,4.18,14192
6263,0.25,Ideal,E,VVS2,61.6,57.0,4.08,4.1,2.52,576
22658,1.08,Good,G,SI2,63.2,57.0,6.5,6.54,4.12,4241
13145,1.22,Premium,H,SI1,62.0,58.0,6.81,6.76,4.21,6620
14948,0.33,Premium,H,VS1,61.5,58.0,4.39,4.46,2.72,579
18830,0.36,Very Good,E,VS2,60.3,62.0,4.56,4.59,2.76,789
26592,0.92,Ideal,E,SI2,62.1,53.0,6.22,6.25,3.87,4011
7878,1.08,Premium,G,VS2,,59.0,6.7,6.64,4.01,6532
6067,0.7,Premium,D,VS1,61.0,59.0,5.79,5.72,3.51,3501
3692,1.02,Good,G,VS2,63.7,57.0,6.24,6.31,4.0,5943
6370,0.9,Good,F,SI2,64.2,62.0,6.08,6.0,3.88,2964
18118,0.41,Ideal,D,VS2,62.2,57.0,4.72,4.76,2.95,1007
23532,1.1,Premium,D,SI2,62.4,58.0,6.6,6.57,4.11,4725
26777,1.01,Premium,E,SI1,60.5,62.0,6.5,6.46,3.92,5226
11152,0.75,Good,E,VS2,62.6,58.0,5.73,5.78,3.6,3084
13531,0.74,Premium,H,SI1,62.4,58.0,5.75,5.7,3.57,2300
21344,0.46,Good,F,VS1,59.9,61.9,5.02,5.06,3.01,1168
20019,0.96,Good,F,VS2,63.7,54.0,6.24,6.19,3.96,3871
23110,0.7,Very Good,E,IF,63.4,58.0,5.64,5.59,3.56,3622
23541,0.91,Good,D,SI1,64.0,58.0,6.09,6.06,3.89,3730
13413,0.31,Ideal,F,VVS1,62.4,55.0,4.33,4.36,2.71,828
18815,0.51,Premium,G,VVS2,59.1,59.0,5.21,5.18,3.07,1974
6037,0.59,Ideal,I,SI1,61.7,55.0,5.41,5.39,3.33,1352
18818,0.3,Premium,D,SI2,61.8,58.0,4.32,4.29,2.66,574
21105,0.32,Ideal,I,VS1,61.4,55.3,4.39,4.42,2.7,529
17406,1.22,Premium,I,SI2,61.5,61.0,6.89,6.83,4.22,4735
24614,0.7,Very Good,E,SI2,63.2,61.0,5.62,5.59,3.54,2307
13139,1.21,Good,E,I1,64.0,57.0,6.73,6.67,4.29,4201
21863,0.3,Ideal,G,VVS1,61.7,57.0,4.32,4.34,2.67,764
8806,0.4,Ideal,J,VVS2,62.5,53.0,4.74,4.79,2.98,662
6131,0.32,Ideal,E,IF,61.9,56.0,4.42,4.4,2.73,1170
3615,0.4,Premium,G,VVS1,61.5,58.0,4.69,4.74,2.9,1123
3979,0.85,Premium,G,SI2,62.0,58.0,6.08,6.04,3.76,2444
19566,0.34,Good,F,SI2,63.3,54.0,4.46,4.48,2.83,447
3419,0.54,Ideal,F,VS2,64.2,54.0,5.19,5.12,3.31,1837
1488,0.41,Ideal,H,SI1,62.6,55.0,4.79,4.77,2.99,876
2231,1.51,Premium,J,VS2,62.8,59.0,7.2,7.17,4.51,7553
18932,1.27,Ideal,G,VVS2,62.4,53.3,6.94,6.95,4.33,10342
6339,1.33,Very Good,F,SI1,63.3,56.0,6.91,6.95,4.39,8163
24398,0.92,Very Good,D,I1,63.0,58.0,6.13,6.18,3.88,2674
10211,1.03,Very Good,G,I1,60.8,57.0,6.51,6.55,3.97,3018
4339,0.43,Premium,F,VS2,61.0,57.0,4.87,4.84,2.96,968
11303,1.05,Good,I,VS2,63.1,58.0,6.42,6.47,4.07,4529
2584,0.72,Premium,F,SI2,61.7,58.0,5.73,5.78,3.55,2058
22709,0.86,Ideal,E,SI2,60.0,56.0,6.22,6.24,3.74,3478
15906,1.52,Premium,D,SI1,60.2,58.0,7.49,7.46,4.5,12502
9676,0.3,Premium,D,SI1,62.1,59.0,4.29,4.31,2.67,515
16788,1.01,Ideal,G,VS2,60.6,57.0,6.47,6.53,3.94,6826
13458,1.09,Ideal,J,SI2,62.0,55.0,6.58,6.64,4.1,5034
12993,0.7,Very Good,G,IF,63.0,59.0,5.58,5.62,3.53,3725
4052,0.3,Very Good,E,VS2,62.4,57.0,4.24,4.29,2.66,658
23394,0.32,Premium,G,SI2,61.0,59.0,4.42,4.36,2.68,540
31,1.19,Ideal,G,SI1,62.3,55.0,6.76,6.81,4.23,6335
18653,0.72,Ideal,D,SI1,60.5,56.0,5.79,5.84,3.52,3550
19087,0.7,Very Good,G,SI2,60.7,58.0,5.74,5.76,3.49,2141
10087,0.41,Ideal,D,SI1,62.7,56.0,4.78,4.73,2.98,1015
3158,0.3,Good,E,VVS2,61.1,61.0,4.32,4.36,2.65,622
3627,0.53,Ideal,J,VS1,61.4,55.2,5.2,5.22,3.2,1218
21020,0.72,Very Good,D,VS2,61.8,58.0,5.73,5.76,3.55,3075
18470,0.31,Premium,G,VS2,61.5,59.0,4.33,4.35,2.67,544
4245,2.01,Fair,J,SI1,64.4,61.0,7.74,7.78,5.0,11212
23559,0.3,Ideal,F,VS1,62.4,56.0,4.3,4.32,2.68,673
13632,0.51,Fair,F,VVS2,60.7,66.0,5.21,5.11,3.13,4368
9040,1.2,Very Good,E,SI1,63.2,57.0,6.75,6.69,4.25,6373
26167,0.42,Very Good,G,SI1,63.2,57.0,4.79,4.77,3.02,945
24760,0.55,Ideal,G,SI1,61.9,57.0,5.23,5.27,3.25,1605
24751,1.02,Ideal,G,VS1,62.2,56.0,6.46,6.4,4.0,6683
13143,0.7,Premium,D,IF,60.0,59.0,5.75,5.81,3.47,5027
2081,1.02,Good,D,SI2,57.5,62.0,6.62,6.6,3.8,3909
24034,0.74,Premium,F,SI1,62.7,59.0,5.78,5.73,3.61,2553
19836,1.36,Good,F,SI1,57.5,60.0,7.36,7.31,4.22,7197
16646,1.06,Ideal,F,SI1,62.2,57.0,6.52,6.5,4.05,5613
63,1.8,Very Good,E,SI1,62.2,57.0,7.81,7.89,4.88,17273
5461,0.75,Premium,G,VS2,61.7,58.0,5.85,5.79,3.59,2760
10245,0.71,Premium,E,SI1,61.8,59.0,5.7,5.75,3.54,2792
25267,0.3,Premium,G,VVS2,60.6,58.0,4.36,4.35,2.64,878
20130,0.3,Ideal,H,VS2,62.6,55.0,4.28,4.31,2.69,491
14936,0.3,Ideal,E,VS1,60.6,56.0,4.35,4.36,2.64,735
9139,1.0,Good,H,SI1,61.2,62.0,6.32,6.36,3.88,4389
590,0.5,Very Good,J,VS1,61.4,57.8,5.09,5.14,3.15,1034
21174,0.32,Ideal,E,IF,61.1,58.0,4.42,4.45,2.71,1018
13945,2.26,Ideal,G,SI2,61.9,57.0,8.44,8.36,5.2,12831
20633,0.4,Ideal,D,SI2,60.5,57.0,4.73,4.76,2.87,648
15503,2.28,Ideal,J,VS1,62.6,54.2,8.37,8.41,5.25,16592
56,1.02,Very Good,F,VS1,62.4,58.0,6.42,6.47,4.02,7587
13704,0.31,Ideal,E,VS2,61.6,57.0,4.35,4.38,2.69,680
11298,0.41,Ideal,E,VS1,61.8,57.0,4.76,4.79,2.95,1079
9268,0.53,Very Good,F,SI1,61.7,55.0,5.22,5.24,3.23,1370
14618,1.15,Very Good,H,SI2,63.2,58.0,6.64,6.68,4.21,4767
26197,1.12,Premium,H,SI2,61.0,56.0,6.68,6.65,4.07,4077
4896,1.2,Ideal,H,VS2,61.2,59.0,6.84,6.89,4.2,7072
20188,1.06,Very Good,I,VS1,58.5,58.3,6.66,6.79,3.94,5293
20616,0.93,Very Good,G,VS1,62.1,59.0,6.16,6.21,3.84,4879
3204,1.5,Premium,I,SI2,62.5,61.0,7.29,7.24,4.54,7526
12724,0.94,Premium,D,SI1,58.4,58.0,6.51,6.41,3.77,4817
11659,1.5,Premium,I,SI1,62.0,62.0,7.35,7.3,4.54,8736
22797,1.19,Ideal,F,VVS2,60.8,57.0,6.85,6.83,4.16,10748
22065,0.84,Very Good,H,SI1,61.2,57.0,6.1,6.12,3.74,2847
17967,0.55,Ideal,D,VS1,61.7,55.0,5.26,5.25,3.24,1990
26685,0.4,Premium,D,VS1,62.5,60.0,4.72,4.66,2.93,1200
21714,1.12,Good,H,SI1,59.8,61.0,6.72,6.85,4.06,5094
13705,0.31,Very Good,F,VS2,61.5,56.0,4.34,4.41,2.69,625
18423,0.71,Premium,D,SI1,60.6,58.0,5.77,5.79,3.5,2913
14390,0.6,Premium,D,SI2,62.0,57.0,5.43,5.35,3.34,1196
2055,0.7,Premium,G,VS2,62.5,55.0,5.69,5.64,3.54,2479
17779,0.24,Very Good,E,VVS1,62.8,59.0,3.94,3.96,2.48,485
4029,0.41,Very Good,H,VS1,61.5,55.0,4.8,4.82,2.96,788
10749,0.31,Ideal,D,SI2,62.3,56.0,4.38,4.35,2.72,593
24159,0.58,Ideal,H,VS1,61.2,55.0,5.39,5.42,3.31,1671
18552,0.38,Very Good,H,SI1,60.1,57.0,4.73,4.75,2.85,662
6973,1.58,Very Good,J,SI1,61.6,57.0,7.47,7.54,4.62,8057
25836,0.54,Ideal,F,SI2,61.8,56.0,5.26,5.29,3.26,1065
26161,1.3,Very Good,I,VS2,62.7,57.0,6.88,6.9,4.32,6290
21753,1.22,Very Good,G,SI1,61.8,58.0,6.82,6.88,4.23,6656
19461,0.5,Ideal,H,VS2,61.3,56.0,5.12,5.16,3.15,1349
13978,0.37,Ideal,D,VS2,61.1,56.0,4.64,4.66,2.84,1050
22054,0.53,Ideal,E,VS2,61.0,57.0,5.26,5.23,3.2,1727
20326,0.33,Ideal,F,VVS1,62.1,56.0,4.43,4.46,2.76,828
17119,0.25,Good,E,VVS1,61.4,62.0,4.03,4.05,2.48,498
26889,0.3,Ideal,F,VVS1,62.4,56.0,4.28,4.31,2.68,868
11962,0.53,Premium,I,VS1,62.3,58.0,5.26,5.18,3.25,1383
10811,0.32,Very Good,G,IF,,55.0,4.37,4.4,2.75,872
26081,0.33,Ideal,G,VS1,62.9,57.0,4.43,4.38,2.77,854
16950,0.7,Ideal,E,SI1,61.1,56.0,5.75,5.78,3.52,3330
1117,0.54,Ideal,F,VVS2,61.9,56.0,5.2,5.23,3.23,2168
4715,2.04,Ideal,J,SI1,61.7,57.0,8.11,8.17,5.02,14130
13907,0.4,Very Good,F,VVS2,60.5,57.0,4.76,4.79,2.89,982
1505,1.19,Ideal,E,SI2,61.9,56.0,6.84,6.8,4.22,5598
4708,0.52,Very Good,E,VS1,63.4,54.0,5.08,5.11,3.23,1601
24517,0.9,Very Good,I,VVS1,63.5,58.0,6.06,6.09,3.86,4161
21990,0.7,Ideal,E,SI1,62.3,56.0,5.68,5.72,3.55,2575
26914,0.64,Very Good,I,SI1,63.0,57.0,5.47,5.52,3.46,1390
25333,1.7,Good,G,SI1,58.2,64.0,7.89,7.85,4.58,11180
9587,1.34,Ideal,H,SI1,62.4,54.0,7.05,7.08,4.41,7659
11537,0.25,Premium,F,IF,61.1,58.0,4.1,4.08,2.5,740
18114,1.22,Ideal,I,SI1,61.7,57.0,6.85,6.82,4.22,6012
9289,0.33,Premium,D,SI1,60.3,58.0,4.47,4.49,2.7,608
8370,0.71,Premium,D,SI1,60.9,59.0,5.72,5.71,3.48,2743
11777,0.6,Ideal,H,SI2,61.7,54.0,5.44,5.48,3.37,1250
21270,1.0,Premium,H,VS1,62.4,58.0,6.43,6.4,4.0,4950
2813,0.38,Ideal,G,VS2,62.2,56.0,4.64,4.62,2.88,983
19835,0.7,Premium,G,VS1,61.4,59.0,5.59,5.74,3.51,2512
2977,1.52,Ideal,G,VS2,61.3,59.0,7.35,7.4,4.52,12161
12149,0.7,Ideal,G,VVS1,62.8,57.0,5.63,5.68,3.55,3165
3460,1.62,Good,J,SI2,64.2,62.0,7.41,7.33,4.73,6223
17883,0.7,Ideal,F,SI1,62.6,56.0,5.66,5.69,3.55,2089
11911,0.37,Premium,E,VVS2,60.9,59.0,4.61,4.65,2.82,844
17067,0.51,Ideal,G,SI1,61.9,56.0,5.11,5.17,3.17,1321
22119,0.32,Ideal,G,VVS1,61.2,56.0,4.42,4.44,2.71,814
17373,0.3,Premium,E,IF,61.9,61.0,4.32,4.27,2.66,984
2424,0.34,Ideal,F,SI1,63.0,54.0,4.5,4.48,2.83,727
12332,0.26,Very Good,F,VVS1,62.0,59.0,4.08,4.15,2.55,597
22989,0.7,Very Good,D,SI2,63.7,58.0,5.56,5.62,3.56,2104
4347,0.4,Premium,G,VVS2,62.7,59.0,4.69,4.72,2.95,982
