id,carat,cut,color,clarity,depth,table,x,y,z,price
9671,0.92,Premium,F,SI1,62.6,59.0,6.19,6.23,3.89,3749
5410,1.0,Ideal,E,SI1,62.3,55.0,6.41,6.34,3.97,5396
7521,0.54,Very Good,D,SI1,62.1,58.0,5.21,5.23,3.24,1662
17488,1.56,Ideal,F,SI1,61.2,57.0,7.48,7.52,4.59,11047
4440,0.7,Very Good,F,VS1,62.8,59.0,5.65,5.69,3.56,3053
12199,1.01,Premium,G,VVS2,62.4,59.0,6.37,6.32,3.96,7466
22225,1.03,Premium,F,SI2,61.4,57.0,6.6,6.53,4.03,4586
4691,1.23,Very Good,F,SI2,60.9,58.0,6.93,6.96,4.23,4661
1559,0.32,Very Good,H,VS1,63.1,57.0,4.37,4.34,2.75,720
10893,1.02,Fair,G,SI2,65.3,58.0,6.33,6.22,4.1,3787
2489,0.4,Good,J,VS2,64.0,57.0,4.7,4.67,3.0,765
24666,1.53,Ideal,G,VVS2,61.2,57.0,7.4,7.44,4.53,15137
3524,0.33,Ideal,E,VVS1,61.7,56.0,4.46,4.42,2.74,1052
4543,0.4,Ideal,D,VS2,61.6,55.0,4.75,4.79,2.94,1226
15372,1.04,Premium,I,SI1,,60.0,6.47,6.51,4.01,4290
3401,1.58,Ideal,I,VVS1,61.9,55.0,7.47,7.51,4.64,11435
17274,0.33,Premium,E,VVS2,60.3,58.0,4.47,4.49,2.7,868
25605,1.25,Premium,J,VS1,62.2,58.0,6.88,6.92,4.29,5637
2273,0.37,Premium,E,VS2,61.5,58.0,4.61,4.66,2.85,811
14430,1.53,Premium,H,VVS2,60.4,60.0,7.46,7.41,4.49,12092
234,0.3,Ideal,F,VVS2,61.7,56.0,4.32,4.34,2.67,694
18700,1.51,Premium,J,SI1,63.0,58.0,7.32,7.28,4.6,7441
12824,0.31,Ideal,G,VVS1,62.6,53.0,4.37,4.38,2.74,789
9844,0.71,Ideal,H,SI1,61.3,58.0,5.73,5.78,3.53,2368
16677,0.56,Premium,D,SI2,60.4,58.0,5.32,5.37,3.23,1388
21534,1.0,Premium,E,VS1,58.7,62.0,6.6,6.55,3.86,7392
23828,0.4,Very Good,H,VS1,62.7,56.0,4.71,4.73,2.96,807
11393,1.01,Premium,G,VS2,62.4,58.0,6.38,6.41,3.99,5999
17262,0.78,Premium,F,SI1,61.5,59.0,5.96,5.88,3.64,2816
9965,0.31,Very Good,H,VVS2,62.6,58.0,4.28,4.31,2.69,625
21380,0.3,Ideal,E,VVS2,61.8,56.0,4.33,4.35,2.68,789
9728,0.3,Premium,H,SI1,60.1,55.0,4.41,4.38,2.64,554
25771,1.22,Very Good,J,SI1,58.8,61.0,6.94,7.0,4.1,4969
13232,1.3,Ideal,D,SI1,62.2,56.0,6.98,6.94,4.33,9275
18670,0.9,Very Good,H,SI2,59.5,63.0,6.26,6.31,3.74,3160
13202,0.35,Ideal,H,SI1,61.9,55.0,4.54,4.57,2.82,541
22487,0.23,Very Good,E,VS1,60.4,62.0,3.93,3.99,2.39,378
22534,0.31,Ideal,D,IF,61.1,56.0,4.39,4.42,2.69,1251
10543,1.0,Ideal,D,SI2,61.5,56.0,6.45,6.41,3.95,4956
23176,1.53,Premium,G,SI1,58.4,59.0,7.62,7.55,4.43,9476
10421,0.53,Ideal,G,VVS2,61.5,56.0,5.18,5.22,3.2,1881
25961,0.4,Premium,G,VS1,60.0,57.0,4.83,4.74,2.87,1035
10003,0.72,Premium,H,SI1,61.5,59.0,5.71,5.67,3.5,2376
4648,0.8,Good,D,SI1,63.7,57.0,5.88,5.8,3.72,2738
15573,0.73,Very Good,E,SI1,63.2,58.0,5.76,5.7,3.62,2821
14540,0.31,Ideal,H,VS1,62.2,57.0,4.37,4.34,2.71,698
18583,0.78,Good,H,VS2,63.7,60.0,5.77,5.73,3.66,2440
18391,0.56,Ideal,D,VS2,60.9,56.0,5.32,5.35,3.25,1963
16741,0.75,Ideal,I,VS1,59.9,57.0,5.96,5.9,3.56,2562
25063,0.32,Ideal,H,VS2,60.8,56.0,4.46,4.49,2.72,523
15739,1.08,Very Good,G,VS2,62.3,58.0,6.5,6.54,4.06,6415
17222,0.24,Very Good,F,VS1,62.0,56.0,3.94,3.99,2.46,417
8459,0.35,Ideal,D,VVS1,61.5,57.0,4.55,4.52,2.79,1247
24944,0.55,Premium,E,SI2,61.9,58.0,5.2,5.24,3.23,1185
1727,1.0,Fair,F,SI2,59.3,66.0,6.44,6.51,3.84,3975
25720,0.31,Ideal,H,VS2,62.0,55.0,4.36,4.38,2.71,507
22573,0.33,Ideal,G,VVS2,61.9,55.0,4.41,4.44,2.74,713
14555,0.43,Ideal,G,IF,62.4,54.0,4.84,4.87,3.03,1318
10285,0.3,Premium,G,VVS1,61.7,58.0,4.26,4.3,2.64,789
19603,0.55,Premium,G,VS2,59.6,59.0,5.36,5.32,3.18,1556
4608,0.75,Very Good,E,SI1,62.3,58.0,5.78,5.81,3.61,2923
20372,0.43,Premium,F,VS1,62.2,61.0,4.83,4.75,2.98,1129
25958,1.22,Very Good,F,VVS2,60.7,62.0,6.81,6.84,4.14,10719
15754,1.01,Very Good,F,SI2,61.8,56.0,6.43,6.38,3.96,4298
21656,1.5,Very Good,D,VS2,63.6,55.0,7.17,7.24,4.58,14368
11116,0.53,Good,I,SI2,63.6,58.0,5.08,5.11,3.24,942
1068,0.5,Very Good,G,SI1,60.0,63.0,5.1,5.06,3.05,1286
7281,1.91,Fair,I,VS1,59.5,68.0,8.1,7.91,4.78,12244
11259,0.41,Ideal,E,SI2,60.7,57.0,4.81,4.85,2.93,683
10941,0.56,Ideal,D,SI1,61.2,56.0,5.34,5.31,3.26,1814
23948,0.26,Ideal,G,IF,62.2,55.0,4.09,4.13,2.55,605
23392,1.12,Ideal,F,VVS2,61.4,57.0,6.66,6.69,4.1,9461
16007,1.02,Ideal,G,VS1,62.1,58.0,6.4,6.45,3.99,6857
6167,1.32,Premium,J,SI2,61.2,59.0,7.08,7.04,4.32,4160
6462,0.54,Premium,J,VS2,62.6,58.0,5.16,5.22,3.25,1042
890,1.69,Ideal,H,I1,62.0,56.0,7.66,7.61,4.73,6757
967,1.01,Very Good,G,VS2,61.6,56.0,6.4,6.46,3.96,5839
10482,0.67,Ideal,G,IF,61.6,55.0,5.61,5.65,3.47,3271
19313,0.31,Ideal,E,VVS2,61.0,56.0,4.43,4.39,2.69,1046
1964,0.51,Premium,F,SI1,62.7,62.0,5.09,4.96,3.15,3360
9851,1.07,Premium,F,SI2,58.2,58.0,6.79,6.72,3.93,4319
12063,0.6,Very Good,I,VVS2,63.7,57.4,5.36,5.41,3.42,1565
14497,0.41,Premium,F,VS2,62.6,57.0,4.74,4.71,2.96,1107
1910,0.95,Premium,G,SI2,59.8,60.0,6.36,6.34,3.8,3181
15691,2.15,Ideal,H,SI2,61.8,57.0,8.24,8.3,5.11,17063
8354,0.53,Very Good,D,VVS2,60.5,57.0,5.23,5.31,3.19,2542
26382,0.42,Ideal,G,VS2,61.9,57.0,4.83,4.79,2.98,1048
21771,1.53,Premium,G,VS1,60.2,59.0,7.5,7.45,4.5,13119
19899,1.51,Ideal,G,VS2,62.1,55.0,7.38,7.33,4.56,14482
26376,0.36,Premium,F,VS2,60.5,59.0,4.61,4.64,2.8,726
2836,0.7,Fair,F,SI1,64.8,60.0,5.57,5.54,3.6,2167
11456,0.3,Very Good,I,VS1,61.8,63.0,4.26,4.29,2.64,442
7214,1.54,Ideal,E,VS2,62.0,56.0,7.46,7.43,4.61,14529
7606,0.3,Very Good,H,IF,62.9,58.0,4.26,4.29,2.69,789
976,1.0,Very Good,F,SI2,63.4,55.0,6.3,6.38,4.02,4033
2269,1.0,Very Good,F,VS1,58.4,63.0,6.58,6.47,3.81,6021
3771,1.53,Premium,I,SI2,62.1,59.0,7.35,7.37,4.57,7539
19194,1.59,Ideal,E,SI2,62.3,55.0,7.52,7.48,4.67,11251
14985,0.7,Good,F,VVS1,63.3,56.0,5.64,5.7,3.59,3310
133,0.31,Ideal,E,VS1,61.8,56.0,4.34,4.33,2.68,942
10132,0.7,Premium,G,VVS2,60.6,60.0,5.77,5.69,3.47,2999
21525,0.36,Premium,E,VS2,61.8,58.0,4.57,4.52,2.81,1013
582,1.14,Ideal,G,VVS2,61.0,56.0,6.74,6.76,4.12,9013
25673,2.14,Premium,I,VS2,,59.0,8.43,8.39,5.0,15559
9717,0.32,Ideal,I,IF,62.2,57.0,4.37,4.35,2.71,864
9036,0.33,Ideal,E,SI1,61.5,55.0,4.46,4.49,2.75,532
15993,2.08,Ideal,J,IF,61.0,55.0,8.32,8.25,5.05,17986
394,0.3,Ideal,E,VVS2,61.8,56.0,4.35,4.33,2.68,1013
10219,1.01,Premium,D,IF,61.6,56.0,6.46,6.43,3.97,16234
23305,0.31,Ideal,G,IF,61.5,54.0,4.4,4.41,2.71,871
19497,1.3,Very Good,J,SI2,61.1,61.0,6.95,7.0,4.26,5047
8402,0.3,Premium,E,SI1,60.6,58.0,4.34,4.3,2.62,675
17726,1.0,Good,D,SI2,64.3,59.0,6.21,6.3,4.02,4065
8184,1.27,Ideal,I,I1,62.3,56.0,6.91,6.86,4.29,3328
26591,1.24,Ideal,H,VS2,,59.0,6.99,7.03,4.21,7701
11427,0.7,Very Good,D,VS2,60.6,60.0,5.71,5.75,3.47,3668
4614,0.51,Very Good,E,SI1,62.2,55.0,5.09,5.11,3.17,1318
16608,0.91,Ideal,E,SI1,61.0,57.0,6.27,6.32,3.84,4706
21458,0.5,Good,H,VVS2,61.9,64.3,5.01,5.03,3.11,1362
8594,1.2,Ideal,J,SI1,62.3,56.0,6.77,6.81,4.23,4830
14169,0.55,Ideal,D,VS2,61.5,56.0,5.28,5.25,3.24,2030
25274,1.0,Premium,H,VS2,63.0,59.0,6.43,6.34,4.02,4791
18462,0.58,Very Good,E,SI1,63.1,56.0,5.36,5.32,3.37,1641
26213,0.32,Premium,H,SI2,60.4,59.0,4.42,4.39,2.66,504
12191,0.3,Ideal,G,VS1,60.6,57.0,4.38,4.4,2.66,624
20414,1.01,Good,D,SI2,57.6,62.0,6.66,6.56,3.81,4338
2909,1.56,Ideal,G,VS2,61.3,56.0,7.48,7.5,4.59,14237
20801,1.51,Good,I,SI2,63.6,60.0,7.23,7.27,4.61,7815
8072,1.21,Good,E,VS1,61.7,58.0,6.73,6.78,4.17,8902
21951,0.4,Premium,E,SI1,61.3,61.0,4.76,4.73,2.91,945
15891,0.33,Ideal,E,SI2,61.7,55.0,4.44,4.47,2.75,427
26424,1.54,Premium,H,VS2,61.0,60.0,7.46,7.42,4.54,11177
5265,0.35,Ideal,G,VS2,61.3,56.0,4.55,4.58,2.8,807
6164,0.9,Premium,F,SI1,62.6,62.0,6.13,6.11,3.83,3437
25174,1.7,Premium,E,SI1,58.2,62.0,7.86,7.81,4.56,10860
5482,1.65,Premium,I,SI2,62.0,59.0,7.61,7.54,4.7,8590
25934,1.29,Very Good,G,VS2,58.7,58.0,7.11,7.27,4.22,8684
23478,0.54,Ideal,E,SI2,60.4,57.0,5.27,5.3,3.19,1266
6896,0.5,Fair,G,I1,64.9,57.0,5.01,4.97,3.24,727
24755,2.11,Premium,G,SI2,62.2,58.0,8.19,8.23,5.11,13598
17194,0.51,Ideal,E,VS1,61.4,56.0,5.14,5.16,3.16,2233
14318,1.5,Ideal,G,VS1,62.3,57.0,7.25,7.32,4.54,14067
13601,0.36,Good,H,VS2,63.7,55.0,4.49,4.52,2.87,568
2651,0.92,Good,H,VS2,63.4,57.0,6.11,6.17,3.89,4247
18919,1.12,Premium,D,VVS2,59.8,58.0,6.87,6.77,4.08,12152
26845,1.01,Good,G,VS2,63.6,60.0,6.35,6.3,4.02,5701
8790,0.4,Ideal,I,VS1,,56.0,4.72,4.68,2.96,945
15346,0.41,Ideal,F,VS2,61.4,55.0,4.78,4.83,2.95,863
3191,1.01,Good,F,VS2,60.1,60.0,6.46,6.51,3.9,5902
9895,0.52,Very Good,D,VS2,63.4,56.0,5.16,5.09,3.25,1828
12350,1.01,Premium,H,SI2,61.9,61.0,6.34,6.29,3.91,3394
3651,1.0,Very Good,F,VS2,62.7,58.0,6.38,6.41,4.01,6319
23342,0.3,Ideal,F,IF,62.2,56.0,4.31,4.34,2.69,886
19986,0.7,Premium,I,VVS1,61.2,58.0,5.72,5.65,3.48,2536
24900,1.52,Very Good,D,SI1,60.6,57.8,7.4,7.46,4.51,14295
5977,0.31,Ideal,I,VVS2,61.6,57.0,4.35,4.39,2.69,544
3371,0.3,Premium,E,SI1,60.0,60.0,4.36,4.38,2.62,526
26165,0.32,Ideal,E,VVS1,61.5,56.0,4.43,4.45,2.73,1140
24534,0.42,Very Good,F,IF,,58.0,4.87,4.9,2.93,1722
9605,1.01,Premium,J,SI2,62.5,62.0,6.41,6.36,3.99,3563
21274,0.71,Premium,F,SI1,61.6,60.0,5.79,5.73,3.55,2381
1765,1.0,Very Good,G,SI1,63.1,56.0,6.41,6.31,4.01,4295
23300,0.31,Very Good,E,SI1,63.2,59.0,4.31,4.24,2.7,698
20052,1.56,Good,J,VS2,62.3,64.0,7.41,7.36,4.6,8107
26783,1.74,Premium,J,SI2,59.7,57.0,7.88,7.8,4.68,8690
18999,1.02,Fair,H,VS2,64.6,61.0,6.32,6.24,4.06,4462
15630,0.33,Ideal,E,VS2,61.3,55.0,4.46,4.48,2.74,723
7904,0.6,Very Good,D,VVS2,,57.0,5.48,5.51,3.33,2897
13335,1.0,Very Good,D,SI1,63.1,56.0,6.34,6.3,3.99,5645
18121,0.74,Ideal,J,VS1,61.6,57.0,5.77,5.83,3.57,2154
14693,0.9,Very Good,J,SI1,63.4,54.0,6.17,6.14,3.9,2834
13452,1.22,Premium,G,SI2,61.6,62.0,6.79,6.75,4.17,5226
13994,0.3,Ideal,E,VVS1,61.7,58.0,4.28,4.31,2.65,862
11540,0.77,Good,E,SI2,58.1,63.0,6.02,6.06,3.5,2371
17953,1.03,Ideal,E,VS1,61.7,56.0,6.47,6.53,4.01,8284
16847,1.21,Ideal,H,VS1,60.5,57.0,6.91,6.88,4.17,7047
17128,1.02,Premium,G,VS2,62.6,59.0,6.39,6.43,4.01,5978
8415,1.25,Ideal,I,SI2,62.0,57.0,6.92,6.85,4.27,5355
24471,0.62,Premium,J,VS2,,59.0,5.52,5.42,3.35,1253
8818,0.32,Ideal,F,VS1,61.0,56.0,4.45,4.48,2.72,716
6285,0.9,Ideal,F,VS2,62.3,57.0,6.18,6.21,3.86,5160
22814,0.34,Very Good,E,SI1,62.9,55.0,4.47,4.5,2.82,596
12945,1.06,Ideal,I,VS2,62.3,56.0,6.56,6.51,4.07,4530
8537,0.31,Very Good,G,SI1,62.8,55.0,4.32,4.38,2.73,462
15652,0.33,Premium,G,VS2,60.0,58.0,4.49,4.47,2.69,743
12727,0.37,Very Good,E,VS2,58.9,61.0,4.66,4.68,2.75,811
25512,0.3,Premium,H,VVS1,62.5,59.0,4.29,4.26,2.67,878
23022,0.74,Ideal,G,VS2,61.3,55.0,5.82,5.89,3.59,2604
10472,2.02,Ideal,H,SI2,62.7,57.0,8.05,8.0,5.03,15785
19782,1.52,Ideal,I,SI2,62.5,58.0,7.29,7.33,4.57,7990
4327,2.12,Ideal,D,SI2,62.9,55.0,8.17,8.14,5.13,12707
25650,0.41,Premium,G,SI1,62.6,59.0,4.77,4.72,2.97,923
8588,0.71,Very Good,I,VS2,63.4,56.0,5.65,5.61,3.57,1840
22135,0.53,Ideal,E,VS2,61.5,56.0,5.22,5.25,3.22,1948
13307,1.06,Very Good,E,SI2,62.1,56.0,6.52,6.59,4.07,4972
21554,0.32,Ideal,H,SI1,60.6,57.0,4.44,4.4,2.68,576
3642,0.3,Premium,D,VS2,60.4,59.0,4.32,4.35,2.62,710
15800,0.9,Ideal,G,SI1,62.5,55.0,6.17,6.21,3.87,4260
9035,0.5,Ideal,E,SI2,63.0,57.0,5.09,5.04,3.19,1181
26453,0.31,Premium,G,VS2,62.4,59.0,4.34,4.38,2.72,544
22,0.4,Ideal,F,VS2,62.9,57.0,4.72,4.69,2.96,1080
3719,0.34,Ideal,G,VS2,62.1,55.0,4.46,4.49,2.78,596
13392,1.54,Premium,G,VS2,63.0,59.0,7.36,7.3,4.62,11815
2903,0.41,Very Good,D,VVS1,62.7,56.0,4.74,4.77,2.98,1349
22065,0.84,Very Good,H,SI1,61.2,57.0,6.1,6.12,3.74,2847
5535,1.21,Ideal,H,VS2,62.9,57.0,6.8,6.75,4.26,6302
11043,0.72,Very Good,E,VS2,61.4,58.0,5.78,5.82,3.56,2667
15352,1.29,Premium,G,VS1,62.4,58.0,6.89,6.86,4.29,9354
780,0.53,Ideal,E,VS2,,55.0,5.2,5.24,3.2,1721
18805,0.26,Ideal,E,VVS2,61.3,57.0,4.12,4.15,2.53,733
21514,1.51,Good,H,SI1,61.5,61.0,7.29,7.34,4.5,10277
22914,0.56,Ideal,E,SI1,62.7,57.0,5.27,5.23,3.29,1698
20008,1.23,Premium,G,SI1,62.5,59.0,6.84,6.77,4.25,6909
3432,1.0,Good,G,VS1,62.4,62.0,6.33,6.37,3.96,6177
17208,0.7,Premium,F,SI2,61.9,62.0,5.69,5.66,3.51,2107
18408,0.32,Ideal,F,VVS1,62.0,56.0,4.37,4.41,2.72,867
3623,0.42,Ideal,F,VVS2,61.3,57.0,4.8,4.82,2.95,1142
4260,1.5,Very Good,G,SI2,63.1,57.0,7.29,7.25,4.59,9384
4726,0.42,Ideal,G,SI1,62.0,54.0,4.85,4.82,3.0,799
1470,1.56,Premium,H,SI2,58.8,59.0,7.64,7.6,4.48,8954
13323,1.07,Very Good,J,VVS2,60.0,60.0,6.57,6.59,3.95,5661
18742,0.74,Ideal,I,VVS2,61.3,57.0,5.82,5.85,3.57,3130
22161,1.57,Very Good,I,VS1,59.7,61.0,7.51,7.62,4.52,10336
8425,0.56,Ideal,G,VS2,62.2,57.0,5.29,5.25,3.28,1585
369,0.53,Ideal,J,SI2,61.9,54.0,5.2,5.23,3.23,856
24741,0.31,Ideal,E,VS2,62.9,57.0,4.35,4.3,2.72,872
11786,0.34,Ideal,F,SI1,59.4,57.0,4.58,4.54,2.71,630
13113,0.31,Ideal,F,IF,62.1,54.0,4.36,4.4,2.72,914
9492,0.9,Very Good,J,VS2,61.9,59.0,6.14,6.2,3.82,3119
26857,0.41,Premium,G,VS2,61.5,58.0,4.82,4.8,2.96,1061
11385,1.56,Premium,G,VS1,60.9,58.0,7.53,7.49,4.57,14268
18359,0.7,Premium,D,SI1,58.2,60.0,5.79,5.75,3.36,2705
19819,1.5,Fair,E,SI2,59.9,68.0,7.39,7.3,4.4,8190
18106,0.24,Very Good,F,SI1,60.9,61.0,4.02,4.03,2.45,404
26109,0.98,Very Good,H,SI2,62.1,59.0,6.33,6.39,3.95,3731
4061,0.32,Ideal,E,VS2,62.1,55.0,4.4,4.36,2.72,900
10684,0.55,Ideal,G,SI1,61.7,58.0,5.27,5.29,3.26,1417
1825,0.43,Ideal,G,SI2,61.3,56.0,4.89,4.87,2.99,935
26263,1.51,Premium,E,VS2,62.2,59.0,7.36,7.31,4.56,14300
10973,0.43,Ideal,G,VS1,61.9,55.0,4.86,4.84,3.0,1008
23998,1.62,Ideal,G,VS2,61.7,54.0,7.57,7.58,4.68,15318
3759,0.51,Ideal,G,VVS2,61.5,57.0,5.13,5.18,3.17,1875
3233,1.11,Ideal,H,SI2,62.6,56.0,6.58,6.65,4.14,4719
18303,0.31,Ideal,G,VVS2,62.4,56.0,4.33,4.36,2.71,707
7247,0.51,Ideal,E,SI1,62.4,55.0,5.09,5.14,3.19,1343
17954,0.9,Good,H,SI2,63.1,55.0,6.08,6.13,3.85,3024
1832,1.1,Premium,I,SI2,62.9,59.0,6.6,6.53,4.13,3604
8540,1.27,Very Good,J,VS1,63.4,60.0,6.85,6.8,4.33,5690
1243,0.71,Premium,F,SI2,60.2,60.0,5.8,5.77,3.48,2331
18667,2.01,Fair,J,VS2,64.9,60.0,7.82,7.78,5.06,13744
18320,0.33,Ideal,H,VVS1,62.1,55.0,4.44,4.42,2.75,965
4657,1.01,Very Good,H,SI1,61.8,59.0,6.37,6.41,3.95,4876
18898,0.5,Very Good,D,VS2,63.3,54.0,5.07,5.04,3.2,1758
8999,0.32,Very Good,J,SI1,63.2,56.0,4.36,4.31,2.74,480
11915,0.91,Ideal,H,SI2,60.6,57.0,6.3,6.26,3.81,3854
23480,0.41,Ideal,G,VS2,62.4,55.0,4.73,4.76,2.96,827
8344,0.9,Good,F,SI1,,59.0,6.1,6.13,3.82,4119
24618,0.5,Premium,F,VS2,61.4,60.0,5.13,5.17,3.16,1395
8894,1.14,Premium,D,SI2,59.2,61.0,6.84,6.82,4.04,5047
7491,0.55,Ideal,E,SI1,61.4,55.0,5.29,5.26,3.24,1668
24085,1.05,Premium,H,I1,62.0,59.0,6.5,6.47,4.02,2881
18162,1.62,Premium,F,SI2,61.6,60.0,7.52,7.55,4.64,9106
11860,0.34,Ideal,I,SI1,61.9,57.0,4.52,4.49,2.79,589
24941,0.3,Ideal,H,VS2,62.3,54.0,4.31,4.36,2.7,491
14773,0.36,Premium,E,VS2,59.3,59.0,4.68,4.6,2.75,1013
17607,1.01,Premium,E,SI2,59.6,61.0,6.59,6.56,3.92,4434
1778,0.37,Good,D,SI1,63.7,55.0,4.55,4.59,2.91,681
21267,1.51,Good,J,SI2,58.1,64.0,7.53,7.57,4.39,6104
15112,0.91,Premium,I,SI2,62.0,59.0,6.18,6.23,3.85,2913
11134,0.41,Premium,E,VS1,60.1,58.0,4.81,4.84,2.9,1079
13073,0.55,Ideal,H,SI1,62.1,56.0,5.2,5.26,3.25,1319
22699,2.12,Premium,H,SI2,59.1,59.0,8.47,8.43,4.99,16992
23350,0.3,Premium,F,SI2,61.3,58.0,4.33,4.28,2.64,506
13864,0.4,Ideal,G,SI2,62.6,54.0,4.73,4.76,2.97,573
14491,1.0,Very Good,F,VS2,61.9,58.0,6.41,6.49,3.99,6927
24630,1.01,Ideal,E,VS1,62.7,55.0,6.45,6.4,4.03,7665
17133,1.24,Ideal,H,SI2,62.0,56.0,6.9,6.87,4.27,5902
7272,0.62,Very Good,H,SI1,60.1,61.0,5.55,5.59,3.35,1446
17644,1.2,Ideal,G,VS1,62.4,57.1,6.72,6.79,4.23,8698
18273,0.51,Very Good,F,VS2,,58.0,5.1,5.17,3.13,1569
14780,0.36,Ideal,H,VS2,62.1,55.0,4.61,4.57,2.85,729
19574,0.32,Ideal,D,VS2,62.7,54.0,4.36,4.38,2.74,758
17096,1.07,Ideal,G,SI1,61.7,54.0,6.59,6.61,4.07,5532
12471,0.35,Ideal,D,SI1,61.6,55.0,4.53,4.56,2.8,644
16620,0.51,Ideal,D,SI2,61.9,56.0,5.1,5.15,3.17,1264
19733,1.19,Ideal,H,VS2,,59.0,6.82,6.73,4.21,6662
21242,1.0,Premium,G,VS2,61.6,54.0,6.49,6.46,3.99,6216
13661,0.7,Very Good,F,VVS1,63.0,60.0,5.59,5.62,3.53,3261
22908,0.7,Fair,G,VS2,64.4,56.0,5.64,5.57,3.61,2657
3294,0.52,Ideal,E,VS2,59.5,57.0,5.27,5.25,3.13,1815
379,0.31,Good,G,VS2,63.1,58.0,4.3,4.35,2.73,544
11485,0.42,Ideal,J,VVS2,61.7,54.0,4.83,4.86,2.99,673
14248,1.5,Very Good,J,VS2,60.5,63.0,7.27,7.32,4.41,7177
11883,0.73,Ideal,G,VVS2,61.0,56.0,5.82,5.86,3.56,3783
3846,1.02,Very Good,F,SI1,60.2,60.0,6.55,6.61,3.96,5077
15052,1.75,Ideal,G,VS2,62.1,57.0,7.73,7.69,4.79,16803
21213,1.32,Very Good,H,SI1,62.8,56.0,6.94,7.0,4.38,7283
13778,0.9,Premium,H,VS2,62.7,59.0,6.15,6.1,3.84,4082
26336,2.21,Premium,H,SI2,59.0,59.0,8.51,8.46,5.01,13872
18179,1.52,Very Good,D,SI2,59.1,58.0,7.45,7.48,4.41,9781
26643,0.38,Ideal,E,VVS2,61.8,56.0,4.67,4.72,2.9,947
13040,1.23,Premium,G,VS1,61.8,58.0,6.88,6.84,4.24,8381
5025,0.41,Very Good,D,SI1,63.1,59.0,4.71,4.7,2.97,1015
14030,1.34,Premium,D,SI2,61.5,58.0,7.07,7.04,4.34,7438
12271,0.73,Premium,E,VS1,60.9,61.0,5.81,5.79,3.53,3311
1659,0.34,Premium,H,VS2,61.3,60.0,4.53,4.47,2.76,689
213,1.19,Ideal,G,VVS2,60.8,59.0,6.84,6.81,4.15,9524
22217,2.01,Very Good,J,SI2,60.6,60.0,8.11,8.19,4.94,11406
26207,1.21,Good,J,SI2,60.4,56.0,6.84,6.93,4.16,4559
15899,0.55,Very Good,F,VS2,62.1,55.4,5.25,5.27,3.26,1777
8527,1.48,Premium,I,SI2,61.3,58.0,7.39,7.32,4.51,7086
15763,1.3,Premium,D,SI1,62.2,58.0,6.93,6.83,4.28,7426
13902,0.55,Ideal,G,VS2,60.1,55.0,5.33,5.37,3.22,1634
14196,1.01,Very Good,E,SI1,62.8,59.0,6.41,6.45,4.04,5416
793,1.52,Premium,F,VS2,60.9,61.0,7.46,7.28,4.49,13919
16618,0.51,Premium,G,VS1,62.3,58.0,5.13,5.08,3.18,1781
19355,1.12,Premium,H,SI1,61.6,59.0,6.67,6.63,4.1,5363
16594,1.01,Ideal,H,VS2,62.7,56.0,6.4,6.35,4.0,5260
9331,1.17,Ideal,G,VS2,61.3,56.0,6.81,6.79,4.17,7548
26854,0.39,Very Good,H,VVS2,62.4,57.0,4.67,4.7,2.92,784
26199,0.23,Very Good,G,VVS1,61.3,59.0,3.94,3.96,2.42,414
4499,0.9,Good,G,SI1,62.8,59.0,6.08,6.12,3.83,3734
9506,0.94,Very Good,F,SI2,62.6,57.0,6.25,6.27,3.92,3938
2414,1.0,Very Good,E,VS2,62.8,63.0,6.28,6.33,3.96,5720
24095,1.2,Premium,G,VS1,63.0,61.0,6.62,6.59,4.16,8938
835,0.41,Ideal,I,IF,62.6,57.0,4.78,4.74,2.98,1076
9064,0.3,Ideal,F,VS2,60.3,57.0,4.34,4.39,2.63,568
9456,0.33,Ideal,E,VS2,62.6,57.0,4.42,4.37,2.75,928
9811,0.96,Fair,G,I1,64.5,60.0,6.16,6.11,3.96,2068
12538,1.0,Premium,F,VS2,60.7,58.0,6.45,6.36,3.89,6899
13290,0.31,Ideal,D,SI2,61.3,56.0,4.41,4.36,2.69,593
13164,0.9,Good,J,VS2,62.3,64.0,6.09,6.17,3.82,3423
1221,0.7,Good,D,SI2,63.6,62.0,5.61,5.55,3.55,2247
12956,0.54,Ideal,G,VS2,60.7,56.0,5.29,5.25,3.2,1637
9958,1.65,Ideal,I,SI1,61.7,55.0,7.6,7.63,4.7,10365
17415,0.3,Very Good,H,VS2,62.7,59.0,4.22,4.27,2.66,473
11376,0.7,Ideal,F,SI1,61.9,57.0,5.66,5.75,3.53,2230
25485,0.37,Ideal,E,SI1,62.7,54.0,4.6,4.55,2.87,833
18386,0.5,Good,E,SI2,63.1,58.0,5.05,5.09,3.2,1077
5610,1.55,Premium,I,SI1,62.5,60.0,7.35,7.33,4.59,9027
11908,1.05,Ideal,G,VS2,62.8,57.0,6.49,6.45,4.06,6604
4582,1.01,Fair,F,VS2,65.1,59.0,6.17,6.21,4.03,5784
22646,0.78,Very Good,G,SI2,63.8,56.0,5.81,5.85,3.72,2759
10293,1.29,Ideal,J,SI1,61.5,57.0,7.0,7.06,4.32,6097
9678,0.32,Ideal,D,VVS1,62.1,54.0,4.43,4.4,2.74,988
2524,0.27,Very Good,E,VVS2,61.8,59.0,4.14,4.18,2.57,586
14183,1.01,Very Good,G,VS2,61.6,61.0,6.36,6.46,3.95,5759
